,d_hand,d_final_hand,p_hand,p_final_hand,strategy,split,num_decks,soft_17,d_open,d_initial,d_final,d_hit,d_bust,p_initial,p_final,p_hit,p_bust,p_win
47367,"8,8","8,8,8","8,4","8,4",1,1,4,1,8,16,24,1,1,12,12,0,0,1
47368,"2,7","2,7,2,4,10","A,2","A,2",0,0,4,1,2,9,25,1,1,13,13,0,0,1
47369,"9,7","9,7,A","8,2","8,2,4",1,1,4,1,9,16,17,1,0,10,14,1,0,0
47370,"9,7","9,7,A","8,Q","8,Q",1,1,4,1,9,16,17,1,0,18,18,0,0,1
47371,"Q,3","Q,3,3,9","2,Q","2,Q",1,0,4,1,10,13,25,1,1,12,12,0,0,1
47372,"8,6","8,6,4","K,J","K,J",1,0,4,1,8,14,18,1,0,20,20,0,0,1
47373,"6,8","6,8","5,A","5,A,6,10",1,0,4,0,6,14,14,0,0,16,22,1,1,0
47374,"A,10","A,10","J,J","J,J",0,0,4,1,1,21,21,0,0,20,20,0,0,0
47375,"8,10","8,10","8,6","8,6,Q",0,0,4,0,8,18,18,0,0,14,24,1,1,0
47376,"9,A","9,A","10,J","10,J",1,0,4,0,9,20,20,0,0,20,20,0,0,0
47377,"5,3","5,3,7,9","6,A","6,A,10,4",1,0,4,0,5,8,24,1,1,17,21,1,0,1
47378,"3,9","3,9,4,10","7,9","7,9",0,0,4,1,3,12,26,1,1,16,16,0,0,1
47379,"K,5","K,5,8","10,5","10,5",1,0,4,0,10,15,23,1,1,15,15,0,0,1
47380,"K,5","K,5,5","9,3","9,3",1,0,4,1,10,15,20,1,0,12,12,0,0,0
47381,"8,10","8,10","9,Q","9,Q",1,0,4,1,8,18,18,0,0,19,19,0,0,1
47382,"3,10","3,10,J","10,10","10,10",1,0,4,1,3,13,23,1,1,20,20,0,0,1
47383,"6,2","6,2,2,6,8","A,5","A,5,3",0,0,4,1,6,8,24,1,1,16,19,1,0,1
47384,"Q,A","Q,A","4,J","4,J",1,0,4,0,10,21,21,0,0,14,14,0,0,0
47385,"6,4","6,4","8,5","8,5,3,2,J",1,0,4,0,6,10,10,0,0,13,28,1,1,0
47386,"9,8","9,8","6,2","6,2,7",0,0,4,0,9,17,17,0,0,8,15,1,0,0
47387,"8,J","8,J","3,Q","3,Q",1,0,4,1,8,18,18,0,0,13,13,0,0,0
47388,"4,10","4,10,4","3,K","3,K",0,0,4,0,4,14,18,1,0,13,13,0,0,0
47389,"J,6","J,6,J","Q,10","Q,10",1,0,4,0,10,16,26,1,1,20,20,0,0,1
47390,"9,2","9,2,5,5","2,A","2,A,5",0,0,4,1,9,11,21,1,0,13,18,1,0,0
47391,"J,Q","J,Q","7,7","7,7,A",0,0,4,1,10,20,20,0,0,14,15,1,0,0
47392,"5,K","5,K,Q","8,4","8,4",0,0,4,1,5,15,25,1,1,12,12,0,0,1
47393,"5,9","5,9","2,4","2,4,7,9",1,0,4,0,5,14,14,0,0,6,22,1,1,0
47394,"9,4","9,4,6","4,8","4,8",1,0,4,1,9,13,19,1,0,12,12,0,0,0
47395,"4,5","4,5,5,7","9,10","9,10",1,0,4,1,4,9,21,1,0,19,19,0,0,0
47396,"K,K","K,K","6,5","6,5,5",1,0,4,0,10,20,20,0,0,11,16,1,0,0
47397,"4,6","4,6,8","Q,10","Q,10",1,0,4,0,4,10,18,1,0,20,20,0,0,1
47398,"9,J","9,J","2,10","2,10,6,8",0,0,4,0,9,19,19,0,0,12,26,1,1,0
47399,"A,10","A,10","3,5","3,5",1,0,4,1,1,21,21,0,0,8,8,0,0,0
47400,"2,7","2,7,7,A","9,10","9,10",0,0,4,0,2,9,17,1,0,19,19,0,0,1
47401,"10,6","10,6,7","7,A","7,A",1,0,4,0,10,16,23,1,1,18,18,0,0,1
47402,"8,8","8,8,10","5,A","5,A",0,0,4,0,8,16,26,1,1,16,16,0,0,1
47403,"6,5","6,5,9","5,2","5,2,7,7",1,0,4,1,6,11,20,1,0,7,21,1,0,1
47404,"6,7","6,7,A,9","10,10","10,10",1,0,4,1,6,13,23,1,1,20,20,0,0,1
47405,"9,3","9,3","6,K","6,K,J",0,0,4,0,9,12,12,0,0,16,26,1,1,0
47406,"3,3","3,3,J,6","3,10","3,10,3,4",1,0,4,1,3,6,22,1,1,13,20,1,0,1
47407,"Q,K","Q,K","J,6","J,6",1,0,4,0,10,20,20,0,0,16,16,0,0,0
47408,"4,5","4,5","A,J","A,J",1,0,4,0,4,9,9,0,0,21,21,0,0,1
47409,"Q,3","Q,3,2,J","4,3","4,3,6",1,0,4,0,10,13,25,1,1,7,13,1,0,1
47410,"7,6","7,6,4","2,9","2,9,3",0,0,4,1,7,13,17,1,0,11,14,1,0,0
47411,"Q,8","Q,8","7,5","7,5,4",0,0,4,0,10,18,18,0,0,12,16,1,0,0
47412,"3,4","3,4,6,4","A,7","A,7,J,3",1,0,4,0,3,7,17,1,0,18,21,1,0,1
47413,"10,4","10,4,6","5,Q","5,Q",0,0,4,1,10,14,20,1,0,15,15,0,0,0
47414,"4,K","4,K,2,2","Q,J","Q,J",0,0,4,1,4,14,18,1,0,20,20,0,0,1
47415,"8,Q","8,Q","6,6","6,6",1,0,4,0,8,18,18,0,0,12,12,0,0,0
47416,"Q,5","Q,5,4","7,7","7,7",1,0,4,0,10,15,19,1,0,14,14,0,0,0
47417,"3,A","3,A","9,6","9,6,10",1,0,4,1,3,14,14,0,0,15,25,1,1,0
47418,"K,4","K,4","10,A","10,A",1,0,4,1,10,14,14,0,0,21,21,0,0,1
47419,"2,7","2,7,5,4","Q,8","Q,8",0,0,4,0,2,9,18,1,0,18,18,0,0,0
47420,"6,2","6,2,Q","5,Q","5,Q,2,3",1,0,4,1,6,8,18,1,0,15,20,1,0,1
47421,"J,Q","J,Q","3,5","3,5,10,6",0,0,4,0,10,20,20,0,0,8,24,1,1,0
47422,"2,K","2,K,3,5","7,6","7,6,6",0,0,4,0,2,12,20,1,0,13,19,1,0,0
47423,"5,A","5,A","Q,A","Q,A",0,0,4,0,5,16,16,0,0,21,21,0,0,1
47424,"3,10","3,10","3,8","3,8,A,J",1,0,4,1,3,13,13,0,0,11,22,1,1,0
47425,"4,4","4,4,K","A,7","A,7,J",0,0,4,0,4,8,18,1,0,18,18,0,0,0
47426,"10,6","10,6,5","4,K","4,K",1,0,4,0,10,16,21,1,0,14,14,0,0,0
47427,"2,Q","2,Q","Q,A","Q,A",1,0,4,0,2,12,12,0,0,21,21,0,0,1
47428,"A,K","A,K","3,4","3,4",0,0,4,0,1,21,21,0,0,7,7,0,0,0
47429,"3,A","3,A","6,5","6,5,5,J",0,0,4,0,3,14,14,0,0,11,26,1,1,0
47430,"5,2","5,2","8,10","8,10,J",0,0,4,0,5,7,7,0,0,18,28,1,1,0
47431,"10,J","10,J","10,5","10,5",1,0,4,1,10,20,20,0,0,15,15,0,0,0
47432,"J,6","J,6,7","2,Q","2,Q,7",0,0,4,0,10,16,23,1,1,12,19,1,0,1
47433,"A,7","A,7","8,Q","8,Q,6",0,0,4,1,1,18,18,0,0,18,24,1,1,0
47434,"Q,3","Q,3,10","10,3","10,3",0,0,4,1,10,13,23,1,1,13,13,0,0,1
47435,"J,2","J,2,A,7","A,4","A,4",1,0,4,0,10,12,20,1,0,15,15,0,0,0
47436,"4,10","4,10,Q","7,3","7,3,10",0,0,4,1,4,14,24,1,1,10,20,1,0,1
47437,"J,Q","J,Q","5,9","5,9,7",0,0,4,1,10,20,20,0,0,14,21,1,0,1
47438,"K,10","K,10","3,J","3,J,6",0,0,4,1,10,20,20,0,0,13,19,1,0,0
47439,"J,4","J,4,A,K","10,7","10,7",0,0,4,0,10,14,25,1,1,17,17,0,0,1
47440,"K,9","K,9","A,8","A,8",1,0,4,0,10,19,19,0,0,19,19,0,0,0
47441,"9,A","9,A","5,4","5,4,Q",0,0,4,1,9,20,20,0,0,9,19,1,0,0
47442,"9,3","9,3,J","2,9","2,9,Q",1,0,4,0,9,12,22,1,1,11,21,1,0,1
47443,"A,J","A,J","4,3","4,3",0,0,4,1,1,21,21,0,0,7,7,0,0,0
47444,"3,2","3,2,4,2,2,K","J,7","J,7,2",0,0,4,1,3,5,23,1,1,17,19,1,0,1
47445,"5,7","5,7,3,5","5,J","5,J",0,0,4,0,5,12,20,1,0,15,15,0,0,0
47446,"10,9","10,9","6,4","6,4,9",1,0,4,1,10,19,19,0,0,10,19,1,0,0
47447,"6,2","6,2","5,9","5,9,J",0,0,4,1,6,8,8,0,0,14,24,1,1,0
47448,"7,8","7,8","K,7","K,7,J",0,0,4,1,7,15,15,0,0,17,27,1,1,0
47449,"8,2","8,2,7","K,6","K,6",1,0,4,1,8,10,17,1,0,16,16,0,0,0
47450,"3,4","3,4,3,9","5,3","5,3,A",1,0,4,0,3,7,19,1,0,8,19,1,0,0
47451,"6,3","6,3,Q","2,6","2,6,J",0,0,4,1,6,9,19,1,0,8,18,1,0,0
47452,"A,Q","A,Q","K,2","K,2",1,0,4,0,1,21,21,0,0,12,12,0,0,0
47453,"2,9","2,9,6","2,3","2,3,6,3,7",0,0,4,0,2,11,17,1,0,5,21,1,0,1
47454,"2,9","2,9,A,8","10,J","10,J",0,0,4,1,2,11,20,1,0,20,20,0,0,0
47455,"4,J","4,J","3,4","3,4,9,A,A,7",1,0,4,1,4,14,14,0,0,7,25,1,1,0
47456,"6,J","6,J,2","Q,10","Q,10",1,0,4,0,6,16,18,1,0,20,20,0,0,1
47457,"7,Q","7,Q","K,2","K,2,10",0,0,4,0,7,17,17,0,0,12,22,1,1,0
47458,"A,K","A,K","9,4","9,4",1,0,4,1,1,21,21,0,0,13,13,0,0,0
47459,"10,6","10,6,3","K,8","K,8",1,0,4,1,10,16,19,1,0,18,18,0,0,0
47460,"8,Q","8,Q","9,A","9,A",0,0,4,1,8,18,18,0,0,20,20,0,0,1
47461,"J,Q","J,Q","8,3","8,3,Q",0,0,4,0,10,20,20,0,0,11,21,1,0,1
47462,"J,10","J,10","2,J","2,J",1,0,4,1,10,20,20,0,0,12,12,0,0,0
47463,"3,2","3,2,10,6","7,8","7,8,3",0,0,4,1,3,5,21,1,0,15,18,1,0,0
47464,"10,5","10,5","2,10","2,10,Q",0,0,4,0,10,15,15,0,0,12,22,1,1,0
47465,"J,8","J,8","9,Q","9,Q",1,0,4,0,10,18,18,0,0,19,19,0,0,1
47466,"3,2","3,2,K,5","2,7","2,7,7",0,0,4,1,3,5,20,1,0,9,16,1,0,0
47467,"Q,2","Q,2,4,4","A,7","A,7,3",0,0,4,0,10,12,20,1,0,18,21,1,0,1
47468,"7,4","7,4","5,J","5,J,7",0,0,4,0,7,11,11,0,0,15,22,1,1,0
47469,"7,6","7,6,A,A,9","9,J","9,J",0,0,4,0,7,13,24,1,1,19,19,0,0,1
47470,"7,8","7,8,4","9,Q","9,Q",1,0,4,1,7,15,19,1,0,19,19,0,0,0
47471,"8,8","8,8,10","2,4","2,4,5,4",1,0,4,0,8,16,26,1,1,6,15,1,0,1
47472,"4,7","4,7","5,2","5,2,9,7",0,0,4,1,4,11,11,0,0,7,23,1,1,0
47473,"A,3","A,3,5","A,6","A,6",0,0,4,0,1,14,19,1,0,17,17,0,0,0
47474,"2,8","2,8","3,9","3,9,6,10",0,0,4,0,2,10,10,0,0,12,28,1,1,0
47475,"6,A","6,A","5,2","5,2,K",0,0,4,0,6,17,17,0,0,7,17,1,0,0
47476,"K,10","K,10","7,4","7,4,9",1,0,4,0,10,20,20,0,0,11,20,1,0,0
47477,"A,4","A,4","2,7","2,7,3,J",0,0,4,0,1,15,15,0,0,9,22,1,1,0
47478,"10,7","10,7","8,5","8,5",0,0,4,0,10,17,17,0,0,13,13,0,0,0
47479,"7,A","7,A","7,8","7,8,2",0,0,4,1,7,18,18,0,0,15,17,1,0,0
47480,"Q,K","Q,K","Q,9","Q,9",0,0,4,0,10,20,20,0,0,19,19,0,0,0
47481,"J,5","J,5,3","K,5","K,5",0,0,4,0,10,15,18,1,0,15,15,0,0,0
47482,"2,6","2,6","Q,5","Q,5,2,10",1,0,4,0,2,8,8,0,0,15,27,1,1,0
47483,"Q,9","Q,9","8,Q","8,Q",1,0,4,0,10,19,19,0,0,18,18,0,0,0
47484,"3,4","3,4","5,7","5,7,4,A,7",1,0,4,1,3,7,7,0,0,12,24,1,1,0
47485,"8,9","8,9","9,4","9,4,4,5",0,0,4,1,8,17,17,0,0,13,22,1,1,0
47486,"9,A","9,A","9,7","9,7",1,0,4,0,9,20,20,0,0,16,16,0,0,0
47487,"K,J","K,J","7,K","7,K",1,0,4,0,10,20,20,0,0,17,17,0,0,0
47488,"2,K","2,K,J","J,J","J,J",1,0,4,0,2,12,22,1,1,20,20,0,0,1
47489,"J,3","J,3,2,J","K,K","K,K",1,0,4,0,10,13,25,1,1,20,20,0,0,1
47490,"4,4","4,4,5,8","Q,9","Q,9",0,0,4,1,4,8,21,1,0,19,19,0,0,0
47491,"2,8","2,8,10","5,3","5,3,K",0,0,4,1,2,10,20,1,0,8,18,1,0,0
47492,"6,5","6,5","J,3","J,3,3,10",1,0,4,1,6,11,11,0,0,13,26,1,1,0
47493,"7,7","7,7,7","10,8","10,8",1,0,4,1,7,14,21,1,0,18,18,0,0,0
47494,"3,10","3,10,9","A,8","A,8",1,0,4,0,3,13,22,1,1,19,19,0,0,1
47495,"8,A","8,A","K,A","K,A",0,0,4,0,8,19,19,0,0,21,21,0,0,1
47496,"6,J","6,J,9","3,8","3,8,Q",0,0,4,1,6,16,25,1,1,11,21,1,0,1
47497,"Q,9","Q,9","8,2","8,2,10",0,0,4,1,10,19,19,0,0,10,20,1,0,1
47498,"7,J","7,J","J,K","J,K",0,0,4,1,7,17,17,0,0,20,20,0,0,1
47499,"A,2","A,2","J,5","J,5,Q",0,0,4,1,1,13,13,0,0,15,25,1,1,0
47500,"3,A","3,A,3,7,A,J","4,8","4,8",0,0,4,1,3,14,25,1,1,12,12,0,0,1
47501,"2,4","2,4,K,J","7,10","7,10,3",1,0,4,0,2,6,26,1,1,17,20,1,0,1
47502,"K,6","K,6,K","4,5","4,5,9",1,0,4,0,10,16,26,1,1,9,18,1,0,1
47503,"8,9","8,9","9,J","9,J",0,0,4,1,8,17,17,0,0,19,19,0,0,1
47504,"A,8","A,8","8,9","8,9,K",0,0,4,0,1,19,19,0,0,17,27,1,1,0
47505,"2,K","2,K,K","J,4","J,4,7",1,0,4,1,2,12,22,1,1,14,21,1,0,1
47506,"3,4","3,4","7,A","7,A,7,Q",1,0,4,0,3,7,7,0,0,18,25,1,1,0
47507,"5,6","5,6","10,6","10,6,10",0,0,4,0,5,11,11,0,0,16,26,1,1,0
47508,"Q,A","Q,A","3,4","3,4",1,0,4,0,10,21,21,0,0,7,7,0,0,0
47509,"5,4","5,4,A","4,8","4,8",0,0,4,0,5,9,20,1,0,12,12,0,0,0
47510,"5,7","5,7,7","9,2","9,2,8",0,0,4,1,5,12,19,1,0,11,19,1,0,0
47511,"10,8","10,8","Q,9","Q,9",1,0,4,1,10,18,18,0,0,19,19,0,0,1
47512,"6,7","6,7","6,8","6,8,K",0,0,4,1,6,13,13,0,0,14,24,1,1,0
47513,"7,10","7,10","5,6","5,6,7",1,0,4,0,7,17,17,0,0,11,18,1,0,1
47514,"10,6","10,6,4","6,2","6,2,4",1,0,4,0,10,16,20,1,0,8,12,1,0,0
47515,"10,2","10,2","K,2","K,2,5,5",0,0,4,1,10,12,12,0,0,12,22,1,1,0
47516,"A,9","A,9","10,2","10,2,9",1,0,4,0,1,20,20,0,0,12,21,1,0,1
47517,"9,J","9,J","5,4","5,4,K",1,0,4,0,9,19,19,0,0,9,19,1,0,0
47518,"4,10","4,10","A,4","A,4,8,2,2,10",0,0,4,1,4,14,14,0,0,15,27,1,1,0
47519,"3,10","3,10","7,8","7,8,7",0,0,4,1,3,13,13,0,0,15,22,1,1,0
47520,"8,4","8,4","A,K","A,K",1,0,4,1,8,12,12,0,0,21,21,0,0,1
47521,"6,6","6,6","8,J","8,J,J",0,0,4,1,6,12,12,0,0,18,28,1,1,0
47522,"2,Q","2,Q","4,3","4,3,7,8",0,0,4,1,2,12,12,0,0,7,22,1,1,0
47523,"5,J","5,J,3","J,8","J,8",0,0,4,1,5,15,18,1,0,18,18,0,0,0
47524,"7,7","7,7,2,9","6,A","6,A,J",0,0,4,0,7,14,25,1,1,17,17,0,0,1
47525,"2,10","2,10","7,8","7,8,K",1,0,4,1,2,12,12,0,0,15,25,1,1,0
47526,"K,10","K,10","Q,Q","Q,Q",1,0,4,1,10,20,20,0,0,20,20,0,0,0
47527,"5,3","5,3,7,4","2,J","2,J,5,3",1,0,4,1,5,8,19,1,0,12,20,1,0,1
47528,"7,6","7,6,J","Q,6","Q,6",1,0,4,0,7,13,23,1,1,16,16,0,0,1
47529,"9,8","9,8","9,K","9,K",1,0,4,1,9,17,17,0,0,19,19,0,0,1
47530,"5,2","5,2,6,4","4,10","4,10",0,0,4,0,5,7,17,1,0,14,14,0,0,0
47531,"9,Q","9,Q","J,A","J,A",1,0,4,0,9,19,19,0,0,21,21,0,0,1
47532,"9,5","9,5,A,6","2,K","2,K",1,0,4,0,9,14,21,1,0,12,12,0,0,0
47533,"Q,2","Q,2,Q","A,7","A,7,3",0,0,4,1,10,12,22,1,1,18,21,1,0,1
47534,"5,7","5,7","A,Q","A,Q",0,0,4,0,5,12,12,0,0,21,21,0,0,1
47535,"5,6","5,6","6,K","6,K,8",1,0,4,1,5,11,11,0,0,16,24,1,1,0
47536,"J,5","J,5,7","J,K","J,K",0,0,4,0,10,15,22,1,1,20,20,0,0,1
47537,"J,5","J,5,6","3,4","3,4,10",1,0,4,0,10,15,21,1,0,7,17,1,0,0
47538,"J,3","J,3,6","5,3","5,3,4",0,1,4,0,10,13,19,1,0,8,12,1,0,0
47539,"J,3","J,3,6","5,5","5,5,9",0,1,4,0,10,13,19,1,0,10,19,1,0,0
47540,"9,2","9,2","Q,A","Q,A",1,0,4,0,9,11,11,0,0,21,21,0,0,1
47541,"Q,10","Q,10","7,3","7,3,J",0,0,4,0,10,20,20,0,0,10,20,1,0,0
47542,"3,2","3,2","9,2","9,2,2,A,J",1,0,4,1,3,5,5,0,0,11,24,1,1,0
47543,"3,4","3,4,3,Q","4,7","4,7,9",1,0,4,1,3,7,20,1,0,11,20,1,0,0
47544,"3,Q","3,Q,K","8,10","8,10,2",1,1,4,1,3,13,23,1,1,18,20,1,0,1
47545,"3,Q","3,Q","8,4","8,4,A,10",1,1,4,1,3,13,13,0,0,12,23,1,1,0
47546,"K,6","K,6,10","4,9","4,9",0,0,4,0,10,16,26,1,1,13,13,0,0,1
47547,"8,10","8,10","4,J","4,J",1,0,4,1,8,18,18,0,0,14,14,0,0,0
47548,"J,2","J,2,K","9,4","9,4",1,0,4,0,10,12,22,1,1,13,13,0,0,1
47549,"2,5","2,5,8,6","6,9","6,9",0,0,4,1,2,7,21,1,0,15,15,0,0,0
47550,"Q,K","Q,K","3,10","3,10",0,0,4,0,10,20,20,0,0,13,13,0,0,0
47551,"2,3","2,3,2,8,5","K,Q","K,Q",1,0,4,0,2,5,20,1,0,20,20,0,0,0
47552,"9,2","9,2,7","9,9","9,9",1,0,4,0,9,11,18,1,0,18,18,0,0,0
47553,"J,9","J,9","K,6","K,6,J",0,0,4,1,10,19,19,0,0,16,26,1,1,0
47554,"8,9","8,9","2,9","2,9,J",0,0,4,0,8,17,17,0,0,11,21,1,0,1
47555,"5,2","5,2","10,5","10,5,K",1,0,4,1,5,7,7,0,0,15,25,1,1,0
47556,"K,Q","K,Q","K,5","K,5,9",0,0,4,0,10,20,20,0,0,15,24,1,1,0
47557,"4,7","4,7,9","10,3","10,3,3",0,0,4,1,4,11,20,1,0,13,16,1,0,0
47558,"7,2","7,2,4,3,5","9,Q","9,Q",0,0,4,1,7,9,21,1,0,19,19,0,0,0
47559,"9,A","9,A","2,9","2,9,3",1,0,4,1,9,20,20,0,0,11,14,1,0,0
47560,"8,9","8,9","4,3","4,3,10,6",0,0,4,0,8,17,17,0,0,7,23,1,1,0
47561,"K,2","K,2,7","K,2","K,2",1,0,4,0,10,12,19,1,0,12,12,0,0,0
47562,"7,10","7,10","K,J","K,J",0,0,4,1,7,17,17,0,0,20,20,0,0,1
47563,"2,Q","2,Q","6,Q","6,Q,6",1,0,4,1,2,12,12,0,0,16,22,1,1,0
47564,"2,4","2,4,4,6,10","6,8","6,8",0,0,4,0,2,6,26,1,1,14,14,0,0,1
47565,"6,K","6,K","7,A","7,A,4,10",1,0,4,1,6,16,16,0,0,18,22,1,1,0
47566,"3,10","3,10","10,6","10,6,8",1,0,4,1,3,13,13,0,0,16,24,1,1,0
47567,"J,10","J,10","10,6","10,6",1,0,4,0,10,20,20,0,0,16,16,0,0,0
47568,"K,K","K,K","3,K","3,K",0,0,4,1,10,20,20,0,0,13,13,0,0,0
47569,"K,J","K,J","10,8","10,8",1,0,4,1,10,20,20,0,0,18,18,0,0,0
47570,"2,9","2,9,4,8","3,K","3,K",0,0,4,0,2,11,23,1,1,13,13,0,0,1
47571,"8,K","8,K","8,4","8,4",1,0,4,0,8,18,18,0,0,12,12,0,0,0
47572,"8,2","8,2,2,3,4","4,8","4,8,5,2",0,0,4,0,8,10,19,1,0,12,19,1,0,0
47573,"4,10","4,10","J,3","J,3,10",1,0,4,0,4,14,14,0,0,13,23,1,1,0
47574,"10,J","10,J","A,Q","A,Q",0,0,4,1,10,20,20,0,0,21,21,0,0,1
47575,"9,7","9,7,5","10,K","10,K",0,0,4,0,9,16,21,1,0,20,20,0,0,0
47576,"10,3","10,3,7","8,7","8,7",1,0,4,1,10,13,20,1,0,15,15,0,0,0
47577,"J,8","J,8","9,6","9,6,A,10",0,0,4,1,10,18,18,0,0,15,26,1,1,0
47578,"A,3","A,3,6","2,J","2,J,5",0,0,4,1,1,14,20,1,0,12,17,1,0,0
47579,"6,6","6,6,10","Q,Q","Q,Q",1,0,4,0,6,12,22,1,1,20,20,0,0,1
47580,"Q,8","Q,8","8,5","8,5",0,0,4,1,10,18,18,0,0,13,13,0,0,0
47581,"K,6","K,6","Q,6","Q,6,7",0,0,4,1,10,16,16,0,0,16,23,1,1,0
47582,"3,2","3,2","J,2","J,2,10",1,0,4,0,3,5,5,0,0,12,22,1,1,0
47583,"3,2","3,2","Q,2","Q,2,A,10",1,0,4,0,3,5,5,0,0,12,23,1,1,0
47584,"6,7","6,7","4,Q","4,Q,J",1,0,4,1,6,13,13,0,0,14,24,1,1,0
47585,"6,3","6,3","K,5","K,5,J",0,0,4,0,6,9,9,0,0,15,25,1,1,0
47586,"3,9","3,9,5","Q,K","Q,K",0,0,4,0,3,12,17,1,0,20,20,0,0,1
47587,"K,2","K,2","4,6","4,6,2,J",0,0,4,0,10,12,12,0,0,10,22,1,1,0
47588,"6,4","6,4,5,K","2,A","2,A,4",0,0,4,1,6,10,25,1,1,13,17,1,0,1
47589,"7,K","7,K","3,9","3,9,2",0,0,4,1,7,17,17,0,0,12,14,1,0,0
47590,"8,A","8,A","2,A","2,A",0,0,4,1,8,19,19,0,0,13,13,0,0,0
47591,"A,9","A,9","6,7","6,7,8",1,0,4,0,1,20,20,0,0,13,21,1,0,1
47592,"5,8","5,8","5,3","5,3,4,6,10",1,0,4,1,5,13,13,0,0,8,28,1,1,0
47593,"2,10","2,10,K","A,9","A,9",1,0,4,1,2,12,22,1,1,20,20,0,0,1
47594,"K,7","K,7","6,10","6,10,3",0,0,4,1,10,17,17,0,0,16,19,1,0,1
47595,"J,3","J,3,J","7,Q","7,Q",1,0,4,0,10,13,23,1,1,17,17,0,0,1
47596,"2,7","2,7,6,J","6,K","6,K",0,0,4,0,2,9,25,1,1,16,16,0,0,1
47597,"3,Q","3,Q,4","10,J","10,J",1,0,4,1,3,13,17,1,0,20,20,0,0,1
47598,"2,5","2,5,J","J,Q","J,Q",1,0,4,1,2,7,17,1,0,20,20,0,0,1
47599,"7,5","7,5,Q","8,7","8,7,3",0,0,4,0,7,12,22,1,1,15,18,1,0,1
47600,"7,K","7,K","4,9","4,9",1,0,4,0,7,17,17,0,0,13,13,0,0,0
47601,"A,4","A,4,K,Q","3,5","3,5,7",0,0,4,1,1,15,25,1,1,8,15,1,0,1
47602,"2,3","2,3,10,3","4,3","4,3,10,4",0,0,4,0,2,5,18,1,0,7,21,1,0,1
47603,"A,J","A,J","5,5","5,5",1,0,4,0,1,21,21,0,0,10,10,0,0,0
47604,"4,9","4,9,10","J,K","J,K",0,0,4,0,4,13,23,1,1,20,20,0,0,1
47605,"2,9","2,9","2,6","2,6,Q,5",1,0,4,1,2,11,11,0,0,8,23,1,1,0
47606,"8,2","8,2,J","2,10","2,10,4",0,0,4,0,8,10,20,1,0,12,16,1,0,0
47607,"8,4","8,4,7","Q,K","Q,K",0,0,4,0,8,12,19,1,0,20,20,0,0,1
47608,"4,7","4,7","7,J","7,J,K",0,0,4,1,4,11,11,0,0,17,27,1,1,0
47609,"2,Q","2,Q,8","6,J","6,J",0,0,4,1,2,12,20,1,0,16,16,0,0,0
47610,"Q,4","Q,4,10","3,J","3,J",0,0,4,1,10,14,24,1,1,13,13,0,0,1
47611,"A,5","A,5","A,10","A,10",0,0,4,0,1,16,16,0,0,21,21,0,0,1
47612,"K,8","K,8","10,K","10,K",0,0,4,0,10,18,18,0,0,20,20,0,0,1
47613,"J,10","J,10","J,5","J,5",0,0,4,1,10,20,20,0,0,15,15,0,0,0
47614,"6,K","6,K,K","Q,8","Q,8,A",1,0,4,1,6,16,26,1,1,18,19,1,0,1
47615,"J,7","J,7","K,A","K,A",1,0,4,1,10,17,17,0,0,21,21,0,0,1
47616,"A,2","A,2,J,2,J","Q,4","Q,4",0,0,4,0,1,13,25,1,1,14,14,0,0,1
47617,"A,8","A,8","K,10","K,10",0,0,4,0,1,19,19,0,0,20,20,0,0,1
47618,"8,J","8,J","3,K","3,K",1,0,4,0,8,18,18,0,0,13,13,0,0,0
47619,"3,Q","3,Q","4,7","4,7,5,J",1,0,4,1,3,13,13,0,0,11,26,1,1,0
47620,"K,2","K,2","K,7","K,7,J",0,0,4,0,10,12,12,0,0,17,27,1,1,0
47621,"5,8","5,8","6,A","6,A,J,K",1,0,4,0,5,13,13,0,0,17,27,1,1,0
47622,"5,10","5,10","A,5","A,5,Q,9",1,0,4,0,5,15,15,0,0,16,25,1,1,0
47623,"9,10","9,10","A,A","A,A",1,0,4,0,9,19,19,0,0,12,12,0,0,0
47624,"2,9","2,9","5,K","5,K,10",1,0,4,1,2,11,11,0,0,15,25,1,1,0
47625,"Q,7","Q,7","A,7","A,7",0,0,4,1,10,17,17,0,0,18,18,0,0,1
47626,"7,2","7,2","2,10","2,10,10",0,0,4,1,7,9,9,0,0,12,22,1,1,0
47627,"5,8","5,8","2,Q","2,Q,A,J",1,0,4,0,5,13,13,0,0,12,23,1,1,0
47628,"3,4","3,4,2,9","2,3","2,3,2,J,4",0,0,4,0,3,7,18,1,0,5,21,1,0,1
47629,"10,6","10,6,10","9,9","9,9",1,0,4,1,10,16,26,1,1,18,18,0,0,1
47630,"K,J","K,J","3,6","3,6,A",0,0,4,1,10,20,20,0,0,9,20,1,0,0
47631,"J,K","J,K","2,K","2,K",1,0,4,0,10,20,20,0,0,12,12,0,0,0
47632,"A,7","A,7","8,10","8,10",0,0,4,0,1,18,18,0,0,18,18,0,0,0
47633,"4,4","4,4,9","5,3","5,3,A",0,0,4,0,4,8,17,1,0,8,19,1,0,1
47634,"9,9","9,9","A,K","A,K",1,0,4,1,9,18,18,0,0,21,21,0,0,1
47635,"3,5","3,5,10","5,A","5,A",0,0,4,1,3,8,18,1,0,16,16,0,0,0
47636,"5,2","5,2","3,4","3,4,6,Q",1,0,4,0,5,7,7,0,0,7,23,1,1,0
